Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily	Definition
Q#149 - >gb|PZC78839.1|[hypothetical protein B5X24_HaOG217165 [Helicoverpa armigera]]	superfamily	223104	82	413	2.32519e-10	62.6987	cl42993	NhaP superfamily	C	 - 	NhaP-type Na+/H+ or K+/H+ antiporter [Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters [Inorganic ion transport and metabolism].
Q#149 - >gb|PZC78839.1|[hypothetical protein B5X24_HaOG217165 [Helicoverpa armigera]]	superfamily	235410	152	341	1.56083e-05	47.5029	cl35306	PRK05326 superfamily	C	 - 	potassium/proton antiporter; potassium/proton antiporter.  
Q#149 - >gb|PZC78839.1|[hypothetical protein B5X24_HaOG217165 [Helicoverpa armigera]]	superfamily	225802	152	329	0.000213683	43.9308	cl34572	NhaP2 superfamily	C	 - 	NhaP-type Na+/H+ and K+/H+ antiporter with C-terminal TrkAC and CorC domains [Energy production and conversion, Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters with a unique C-terminal domain [Inorganic ion transport and metabolism].
Q#150 - >gb|KAF7383363.1|[hypothetical protein HZH66_012713 [Vespula vulgaris]]	superfamily	445285	190	574	1.51874e-27	114.66	cl01133	Na_H_Exchanger superfamily	 - 	 - 	Sodium/hydrogen exchanger family; Na/H antiporters are key transporters in maintaining the pH of actively metabolising cells. The molecular mechanisms of antiport are unclear. These antiporters contain 10-12 transmembrane regions (M) at the amino-terminus and a large cytoplasmic region at the carboxyl terminus. The transmembrane regions M3-M12 share identity with other members of the family. The M6 and M7 regions are highly conserved. Thus, this is thought to be the region that is involved in the transport of sodium and hydrogen ions. The cytoplasmic region has little similarity throughout the family.
Q#150 - >gb|KAF7383363.1|[hypothetical protein HZH66_012713 [Vespula vulgaris]]	superfamily	223104	182	573	1.92785e-25	109.308	cl42993	NhaP superfamily	 - 	 - 	NhaP-type Na+/H+ or K+/H+ antiporter [Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters [Inorganic ion transport and metabolism].
Q#150 - >gb|KAF7383363.1|[hypothetical protein HZH66_012713 [Vespula vulgaris]]	superfamily	223551	181	573	2.75482e-15	78.0503	cl43152	KefB superfamily	 - 	 - 	Kef-type K+ transport system, membrane component KefB [Inorganic ion transport and metabolism]; Kef-type K+ transport systems, membrane components [Inorganic ion transport and metabolism].
Q#150 - >gb|KAF7383363.1|[hypothetical protein HZH66_012713 [Vespula vulgaris]]	superfamily	235410	204	433	8.41511e-05	45.5769	cl35306	PRK05326 superfamily	C	 - 	potassium/proton antiporter; potassium/proton antiporter.  
Q#150 - >gb|KAF7383363.1|[hypothetical protein HZH66_012713 [Vespula vulgaris]]	superfamily	225802	205	519	8.97878e-05	45.4716	cl34572	NhaP2 superfamily	C	 - 	NhaP-type Na+/H+ and K+/H+ antiporter with C-terminal TrkAC and CorC domains [Energy production and conversion, Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters with a unique C-terminal domain [Inorganic ion transport and metabolism].
Q#151 - >gb|KAF7401870.1|[hypothetical protein H0235_015206 [Vespula pensylvanica]]	superfamily	445285	187	314	4.2337e-12	66.5096	cl01133	Na_H_Exchanger superfamily	C	 - 	Sodium/hydrogen exchanger family; Na/H antiporters are key transporters in maintaining the pH of actively metabolising cells. The molecular mechanisms of antiport are unclear. These antiporters contain 10-12 transmembrane regions (M) at the amino-terminus and a large cytoplasmic region at the carboxyl terminus. The transmembrane regions M3-M12 share identity with other members of the family. The M6 and M7 regions are highly conserved. Thus, this is thought to be the region that is involved in the transport of sodium and hydrogen ions. The cytoplasmic region has little similarity throughout the family.
Q#151 - >gb|KAF7401870.1|[hypothetical protein H0235_015206 [Vespula pensylvanica]]	superfamily	223104	179	314	4.80589e-12	66.5507	cl42993	NhaP superfamily	C	 - 	NhaP-type Na+/H+ or K+/H+ antiporter [Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters [Inorganic ion transport and metabolism].
Q#151 - >gb|KAF7401870.1|[hypothetical protein H0235_015206 [Vespula pensylvanica]]	superfamily	223551	178	315	4.5349e-11	63.4127	cl43152	KefB superfamily	C	 - 	Kef-type K+ transport system, membrane component KefB [Inorganic ion transport and metabolism]; Kef-type K+ transport systems, membrane components [Inorganic ion transport and metabolism].
Q#151 - >gb|KAF7401870.1|[hypothetical protein H0235_015206 [Vespula pensylvanica]]	superfamily	235410	201	301	1.16295e-05	47.1177	cl35306	PRK05326 superfamily	C	 - 	potassium/proton antiporter; potassium/proton antiporter.  
Q#151 - >gb|KAF7401870.1|[hypothetical protein H0235_015206 [Vespula pensylvanica]]	superfamily	225802	202	316	0.000195857	43.1604	cl34572	NhaP2 superfamily	C	 - 	NhaP-type Na+/H+ and K+/H+ antiporter with C-terminal TrkAC and CorC domains [Energy production and conversion, Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters with a unique C-terminal domain [Inorganic ion transport and metabolism].
Q#152 - >gb|KAF7401871.1|[hypothetical protein H0235_015207 [Vespula pensylvanica]]	superfamily	445285	165	300	0.00108654	40.316	cl01133	Na_H_Exchanger superfamily	N	 - 	Sodium/hydrogen exchanger family; Na/H antiporters are key transporters in maintaining the pH of actively metabolising cells. The molecular mechanisms of antiport are unclear. These antiporters contain 10-12 transmembrane regions (M) at the amino-terminus and a large cytoplasmic region at the carboxyl terminus. The transmembrane regions M3-M12 share identity with other members of the family. The M6 and M7 regions are highly conserved. Thus, this is thought to be the region that is involved in the transport of sodium and hydrogen ions. The cytoplasmic region has little similarity throughout the family.
Q#153 - >gb|KAF7401871.1|[hypothetical protein H0235_015207 [Vespula pensylvanica]]	superfamily	445285	165	300	0.00108654	40.316	cl01133	Na_H_Exchanger superfamily	N	 - 	Sodium/hydrogen exchanger family; Na/H antiporters are key transporters in maintaining the pH of actively metabolising cells. The molecular mechanisms of antiport are unclear. These antiporters contain 10-12 transmembrane regions (M) at the amino-terminus and a large cytoplasmic region at the carboxyl terminus. The transmembrane regions M3-M12 share identity with other members of the family. The M6 and M7 regions are highly conserved. Thus, this is thought to be the region that is involved in the transport of sodium and hydrogen ions. The cytoplasmic region has little similarity throughout the family.
Q#154 - >gb|KAF7414185.1|[hypothetical protein HZH68_002674 [Vespula germanica]]	superfamily	445285	102	456	2.03452e-05	46.8644	cl01133	Na_H_Exchanger superfamily	 - 	 - 	Sodium/hydrogen exchanger family; Na/H antiporters are key transporters in maintaining the pH of actively metabolising cells. The molecular mechanisms of antiport are unclear. These antiporters contain 10-12 transmembrane regions (M) at the amino-terminus and a large cytoplasmic region at the carboxyl terminus. The transmembrane regions M3-M12 share identity with other members of the family. The M6 and M7 regions are highly conserved. Thus, this is thought to be the region that is involved in the transport of sodium and hydrogen ions. The cytoplasmic region has little similarity throughout the family.
Q#154 - >gb|KAF7414185.1|[hypothetical protein HZH68_002674 [Vespula germanica]]	superfamily	223104	98	502	0.00200307	40.7423	cl42993	NhaP superfamily	 - 	 - 	NhaP-type Na+/H+ or K+/H+ antiporter [Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters [Inorganic ion transport and metabolism].
Q#156 - >gb|TGZ49087.1|[Mitochondrial sodium/hydrogen exchanger NHA2 [Temnothorax longispinosus]]	superfamily	445285	185	527	1.19182e-26	111.963	cl01133	Na_H_Exchanger superfamily	 - 	 - 	Sodium/hydrogen exchanger family; Na/H antiporters are key transporters in maintaining the pH of actively metabolising cells. The molecular mechanisms of antiport are unclear. These antiporters contain 10-12 transmembrane regions (M) at the amino-terminus and a large cytoplasmic region at the carboxyl terminus. The transmembrane regions M3-M12 share identity with other members of the family. The M6 and M7 regions are highly conserved. Thus, this is thought to be the region that is involved in the transport of sodium and hydrogen ions. The cytoplasmic region has little similarity throughout the family.
Q#156 - >gb|TGZ49087.1|[Mitochondrial sodium/hydrogen exchanger NHA2 [Temnothorax longispinosus]]	superfamily	223104	177	568	4.36388e-25	108.152	cl42993	NhaP superfamily	 - 	 - 	NhaP-type Na+/H+ or K+/H+ antiporter [Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters [Inorganic ion transport and metabolism].
Q#156 - >gb|TGZ49087.1|[Mitochondrial sodium/hydrogen exchanger NHA2 [Temnothorax longispinosus]]	superfamily	223551	177	580	3.42326e-13	71.5019	cl43152	KefB superfamily	 - 	 - 	Kef-type K+ transport system, membrane component KefB [Inorganic ion transport and metabolism]; Kef-type K+ transport systems, membrane components [Inorganic ion transport and metabolism].
Q#156 - >gb|TGZ49087.1|[Mitochondrial sodium/hydrogen exchanger NHA2 [Temnothorax longispinosus]]	superfamily	235410	199	379	3.65662e-05	46.7325	cl35306	PRK05326 superfamily	C	 - 	potassium/proton antiporter; potassium/proton antiporter.  
Q#156 - >gb|TGZ49087.1|[Mitochondrial sodium/hydrogen exchanger NHA2 [Temnothorax longispinosus]]	superfamily	225802	177	517	0.000945068	42.0048	cl34572	NhaP2 superfamily	C	 - 	NhaP-type Na+/H+ and K+/H+ antiporter with C-terminal TrkAC and CorC domains [Energy production and conversion, Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters with a unique C-terminal domain [Inorganic ion transport and metabolism].
Q#157 - >gb|TGZ32222.1|[Uncharacterized protein DBV15_05547 [Temnothorax longispinosus]]	superfamily	445285	115	419	2.94771e-08	55.724	cl01133	Na_H_Exchanger superfamily	 - 	 - 	Sodium/hydrogen exchanger family; Na/H antiporters are key transporters in maintaining the pH of actively metabolising cells. The molecular mechanisms of antiport are unclear. These antiporters contain 10-12 transmembrane regions (M) at the amino-terminus and a large cytoplasmic region at the carboxyl terminus. The transmembrane regions M3-M12 share identity with other members of the family. The M6 and M7 regions are highly conserved. Thus, this is thought to be the region that is involved in the transport of sodium and hydrogen ions. The cytoplasmic region has little similarity throughout the family.
Q#157 - >gb|TGZ32222.1|[Uncharacterized protein DBV15_05547 [Temnothorax longispinosus]]	superfamily	223104	111	452	1.62483e-06	50.3723	cl42993	NhaP superfamily	 - 	 - 	NhaP-type Na+/H+ or K+/H+ antiporter [Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters [Inorganic ion transport and metabolism].
Q#157 - >gb|TGZ32222.1|[Uncharacterized protein DBV15_05547 [Temnothorax longispinosus]]	superfamily	223551	104	326	9.4101e-05	44.5379	cl43152	KefB superfamily	C	 - 	Kef-type K+ transport system, membrane component KefB [Inorganic ion transport and metabolism]; Kef-type K+ transport systems, membrane components [Inorganic ion transport and metabolism].
Q#158 - >gb|KAJ0181768.1|[hypothetical protein K1T71_002490 [Dendrolimus kikuchii]]	superfamily	445285	310	702	1.15601e-34	136.231	cl01133	Na_H_Exchanger superfamily	 - 	 - 	Sodium/hydrogen exchanger family; Na/H antiporters are key transporters in maintaining the pH of actively metabolising cells. The molecular mechanisms of antiport are unclear. These antiporters contain 10-12 transmembrane regions (M) at the amino-terminus and a large cytoplasmic region at the carboxyl terminus. The transmembrane regions M3-M12 share identity with other members of the family. The M6 and M7 regions are highly conserved. Thus, this is thought to be the region that is involved in the transport of sodium and hydrogen ions. The cytoplasmic region has little similarity throughout the family.
Q#158 - >gb|KAJ0181768.1|[hypothetical protein K1T71_002490 [Dendrolimus kikuchii]]	superfamily	223104	306	708	1.99768e-29	122.019	cl42993	NhaP superfamily	 - 	 - 	NhaP-type Na+/H+ or K+/H+ antiporter [Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters [Inorganic ion transport and metabolism].
Q#158 - >gb|KAJ0181768.1|[hypothetical protein K1T71_002490 [Dendrolimus kikuchii]]	superfamily	223551	306	718	2.11423e-18	88.0655	cl43152	KefB superfamily	 - 	 - 	Kef-type K+ transport system, membrane component KefB [Inorganic ion transport and metabolism]; Kef-type K+ transport systems, membrane components [Inorganic ion transport and metabolism].
Q#158 - >gb|KAJ0181768.1|[hypothetical protein K1T71_002490 [Dendrolimus kikuchii]]	superfamily	225802	330	559	1.64987e-10	64.3463	cl34572	NhaP2 superfamily	C	 - 	NhaP-type Na+/H+ and K+/H+ antiporter with C-terminal TrkAC and CorC domains [Energy production and conversion, Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters with a unique C-terminal domain [Inorganic ion transport and metabolism].
Q#158 - >gb|KAJ0181768.1|[hypothetical protein K1T71_002490 [Dendrolimus kikuchii]]	superfamily	235410	306	559	3.82787e-10	62.9109	cl35306	PRK05326 superfamily	C	 - 	potassium/proton antiporter; potassium/proton antiporter.  
Q#158 - >gb|KAJ0181768.1|[hypothetical protein K1T71_002490 [Dendrolimus kikuchii]]	superfamily	428334	275	421	0.000751832	42.1459	cl44534	AbrB superfamily	N	 - 	Transition state regulatory protein AbrB; Bacillus subtilis respond to a multitude of environmental stimuli by using transcription factors called transition state regulators (TSRs). They play an essential role in cell survival by regulating spore formation, competence, and biofilm development. AbrB is one of the most known TSRs, acting as a pleotropic regulator for over 60 different genes where it directly binds to their promoter or regulatory regions. Many other genes are indirectly controlled by AbrB since it is a regulator of other regulatory proteins, including ScoC, Abh, SinR and SigH. Hence, AbrB is considered a global regulatory protein controlling processes such as Bacillus subtilis growth and cell division as well as production of extracellular degradative enzymes, nitrogen utilization and amino acid metabolism, motility, synthesis of antibiotics and their resistant determinants, development of competence, transport systems, oxidative stress response, phosphate metabolism, cell surface components and sporulation. AbrB is a tetramer consisting of identical 94 residue monomers. Its DNA-binding function resides solely in the N-terminal domain (AbrBN) of 53 residues. Although it does not recognize a well-defined DNA base-pairing sequence, instead, it appears to target a very weak pseudo consensus nucleotide sequence, TGGNA-5bp-TGGNA, which allows it to be rather promiscuous in binding. The N-terminal domains of very similar sequences are present in two more Bacillus subtilis proteins, Abh and SpoVT. Mutagenesis studies suggest that the role of the C-terminal domain is in forming multimers.
Q#158 - >gb|KAJ0181768.1|[hypothetical protein K1T71_002490 [Dendrolimus kikuchii]]	superfamily	223605	279	516	0.00328031	40.5326	cl43169	PotE superfamily	N	 - 	Amino acid transporter [Amino acid transport and metabolism]; Amino acid transporters [Amino acid transport and metabolism].
Q#158 - >gb|KAJ0181768.1|[hypothetical protein K1T71_002490 [Dendrolimus kikuchii]]	superfamily	273294	327	701	0.00359896	40.5326	cl36743	b_cpa1 superfamily	C	 - 	sodium/hydrogen exchanger 3; The Monovalent Cation:Proton Antiporter-1 (CPA1) Family (TC 2.A.36)The CPA1 family is a large family of proteins derived from Gram-positive and Gram-negative bacteria, blue green bacteria, yeast, plants and animals.Transporters from eukaryotes have been functionally characterized, and all of these catalyze Na+:H+ exchange. Their primary physiological functions may be in(1) cytoplasmic pH regulation, extruding the H+ generated during metabolism, and (2) salt tolerance (in plants), due to Na+ uptake into vacuoles.This model is specific for the eukaryotic members members of this family. [Transport and binding proteins, Cations and iron carrying compounds]
Q#159 - >gb|KAJ0175711.1|[hypothetical protein K1T71_008870 [Dendrolimus kikuchii]]	superfamily	445285	110	504	1.03961e-27	114.274	cl01133	Na_H_Exchanger superfamily	 - 	 - 	Sodium/hydrogen exchanger family; Na/H antiporters are key transporters in maintaining the pH of actively metabolising cells. The molecular mechanisms of antiport are unclear. These antiporters contain 10-12 transmembrane regions (M) at the amino-terminus and a large cytoplasmic region at the carboxyl terminus. The transmembrane regions M3-M12 share identity with other members of the family. The M6 and M7 regions are highly conserved. Thus, this is thought to be the region that is involved in the transport of sodium and hydrogen ions. The cytoplasmic region has little similarity throughout the family.
Q#159 - >gb|KAJ0175711.1|[hypothetical protein K1T71_008870 [Dendrolimus kikuchii]]	superfamily	223104	102	510	2.91759e-24	105.071	cl42993	NhaP superfamily	 - 	 - 	NhaP-type Na+/H+ or K+/H+ antiporter [Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters [Inorganic ion transport and metabolism].
Q#159 - >gb|KAJ0175711.1|[hypothetical protein K1T71_008870 [Dendrolimus kikuchii]]	superfamily	223551	110	520	2.43998e-09	59.1755	cl43152	KefB superfamily	 - 	 - 	Kef-type K+ transport system, membrane component KefB [Inorganic ion transport and metabolism]; Kef-type K+ transport systems, membrane components [Inorganic ion transport and metabolism].
Q#159 - >gb|KAJ0175711.1|[hypothetical protein K1T71_008870 [Dendrolimus kikuchii]]	superfamily	225802	131	442	4.04423e-08	55.8719	cl34572	NhaP2 superfamily	C	 - 	NhaP-type Na+/H+ and K+/H+ antiporter with C-terminal TrkAC and CorC domains [Energy production and conversion, Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters with a unique C-terminal domain [Inorganic ion transport and metabolism].
Q#159 - >gb|KAJ0175711.1|[hypothetical protein K1T71_008870 [Dendrolimus kikuchii]]	superfamily	235410	128	442	4.6036e-06	49.4289	cl35306	PRK05326 superfamily	C	 - 	potassium/proton antiporter; potassium/proton antiporter.  
Q#160 - >gb|KAJ0181766.1|[hypothetical protein K1T71_002488 [Dendrolimus kikuchii]]	superfamily	445285	91	483	2.99393e-12	68.0504	cl01133	Na_H_Exchanger superfamily	 - 	 - 	Sodium/hydrogen exchanger family; Na/H antiporters are key transporters in maintaining the pH of actively metabolising cells. The molecular mechanisms of antiport are unclear. These antiporters contain 10-12 transmembrane regions (M) at the amino-terminus and a large cytoplasmic region at the carboxyl terminus. The transmembrane regions M3-M12 share identity with other members of the family. The M6 and M7 regions are highly conserved. Thus, this is thought to be the region that is involved in the transport of sodium and hydrogen ions. The cytoplasmic region has little similarity throughout the family.
Q#160 - >gb|KAJ0181766.1|[hypothetical protein K1T71_002488 [Dendrolimus kikuchii]]	superfamily	223104	83	409	1.26301e-11	66.5507	cl42993	NhaP superfamily	C	 - 	NhaP-type Na+/H+ or K+/H+ antiporter [Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters [Inorganic ion transport and metabolism].
Q#160 - >gb|KAJ0181766.1|[hypothetical protein K1T71_002488 [Dendrolimus kikuchii]]	superfamily	225802	124	325	0.000121966	44.7012	cl34572	NhaP2 superfamily	C	 - 	NhaP-type Na+/H+ and K+/H+ antiporter with C-terminal TrkAC and CorC domains [Energy production and conversion, Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters with a unique C-terminal domain [Inorganic ion transport and metabolism].
Q#160 - >gb|KAJ0181766.1|[hypothetical protein K1T71_002488 [Dendrolimus kikuchii]]	superfamily	235410	148	209	0.00165036	40.9545	cl35306	PRK05326 superfamily	C	 - 	potassium/proton antiporter; potassium/proton antiporter.  
Q#161 - >gb|KAJ0181767.1|[hypothetical protein K1T71_002489 [Dendrolimus kikuchii]]	superfamily	445285	113	490	0.000308829	43.0124	cl01133	Na_H_Exchanger superfamily	 - 	 - 	Sodium/hydrogen exchanger family; Na/H antiporters are key transporters in maintaining the pH of actively metabolising cells. The molecular mechanisms of antiport are unclear. These antiporters contain 10-12 transmembrane regions (M) at the amino-terminus and a large cytoplasmic region at the carboxyl terminus. The transmembrane regions M3-M12 share identity with other members of the family. The M6 and M7 regions are highly conserved. Thus, this is thought to be the region that is involved in the transport of sodium and hydrogen ions. The cytoplasmic region has little similarity throughout the family.
Q#162 - >emb|CAB4064343.1|[Sodium/hydrogen exchanger 9B2 [Lepeophtheirus salmonis]]	superfamily	223104	53	277	1.68556e-13	71.1731	cl42993	NhaP superfamily	C	 - 	NhaP-type Na+/H+ or K+/H+ antiporter [Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters [Inorganic ion transport and metabolism].
Q#162 - >emb|CAB4064343.1|[Sodium/hydrogen exchanger 9B2 [Lepeophtheirus salmonis]]	superfamily	445285	93	226	4.89649e-06	48.02	cl01133	Na_H_Exchanger superfamily	C	 - 	Sodium/hydrogen exchanger family; Na/H antiporters are key transporters in maintaining the pH of actively metabolising cells. The molecular mechanisms of antiport are unclear. These antiporters contain 10-12 transmembrane regions (M) at the amino-terminus and a large cytoplasmic region at the carboxyl terminus. The transmembrane regions M3-M12 share identity with other members of the family. The M6 and M7 regions are highly conserved. Thus, this is thought to be the region that is involved in the transport of sodium and hydrogen ions. The cytoplasmic region has little similarity throughout the family.
Q#163 - >gb|KAG5311786.1|[SL9B2 protein, partial [Acromyrmex insinuator]]	superfamily	223104	180	575	2.82291e-30	123.56	cl42993	NhaP superfamily	 - 	 - 	NhaP-type Na+/H+ or K+/H+ antiporter [Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters [Inorganic ion transport and metabolism].
Q#163 - >gb|KAG5311786.1|[SL9B2 protein, partial [Acromyrmex insinuator]]	superfamily	445285	188	528	6.72789e-26	109.652	cl01133	Na_H_Exchanger superfamily	 - 	 - 	Sodium/hydrogen exchanger family; Na/H antiporters are key transporters in maintaining the pH of actively metabolising cells. The molecular mechanisms of antiport are unclear. These antiporters contain 10-12 transmembrane regions (M) at the amino-terminus and a large cytoplasmic region at the carboxyl terminus. The transmembrane regions M3-M12 share identity with other members of the family. The M6 and M7 regions are highly conserved. Thus, this is thought to be the region that is involved in the transport of sodium and hydrogen ions. The cytoplasmic region has little similarity throughout the family.
Q#163 - >gb|KAG5311786.1|[SL9B2 protein, partial [Acromyrmex insinuator]]	superfamily	223551	180	580	3.84521e-13	71.5019	cl43152	KefB superfamily	 - 	 - 	Kef-type K+ transport system, membrane component KefB [Inorganic ion transport and metabolism]; Kef-type K+ transport systems, membrane components [Inorganic ion transport and metabolism].
Q#163 - >gb|KAG5311786.1|[SL9B2 protein, partial [Acromyrmex insinuator]]	superfamily	235410	180	379	1.61342e-07	54.0513	cl35306	PRK05326 superfamily	C	 - 	potassium/proton antiporter; potassium/proton antiporter.  
Q#163 - >gb|KAG5311786.1|[SL9B2 protein, partial [Acromyrmex insinuator]]	superfamily	225802	180	428	0.000363491	43.5456	cl34572	NhaP2 superfamily	C	 - 	NhaP-type Na+/H+ and K+/H+ antiporter with C-terminal TrkAC and CorC domains [Energy production and conversion, Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters with a unique C-terminal domain [Inorganic ion transport and metabolism].
Q#163 - >gb|KAG5311786.1|[SL9B2 protein, partial [Acromyrmex insinuator]]	superfamily	455838	184	285	0.00187338	39.0239	cl42493	RosB superfamily	C	 - 	Predicted Kef-type K+ transport protein, K+/H+ antiporter domain [Inorganic ion transport and metabolism]; Kef-type K+ transport system, predicted NAD-binding component [Inorganic ion transport and metabolism].
Q#164 - >gb|KAG5326993.1|[SL9B2 protein, partial [Acromyrmex heyeri]]	superfamily	223104	180	578	7.10003e-29	119.323	cl42993	NhaP superfamily	 - 	 - 	NhaP-type Na+/H+ or K+/H+ antiporter [Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters [Inorganic ion transport and metabolism].
Q#164 - >gb|KAG5326993.1|[SL9B2 protein, partial [Acromyrmex heyeri]]	superfamily	445285	188	531	7.53827e-27	112.734	cl01133	Na_H_Exchanger superfamily	 - 	 - 	Sodium/hydrogen exchanger family; Na/H antiporters are key transporters in maintaining the pH of actively metabolising cells. The molecular mechanisms of antiport are unclear. These antiporters contain 10-12 transmembrane regions (M) at the amino-terminus and a large cytoplasmic region at the carboxyl terminus. The transmembrane regions M3-M12 share identity with other members of the family. The M6 and M7 regions are highly conserved. Thus, this is thought to be the region that is involved in the transport of sodium and hydrogen ions. The cytoplasmic region has little similarity throughout the family.
Q#164 - >gb|KAG5326993.1|[SL9B2 protein, partial [Acromyrmex heyeri]]	superfamily	223551	180	583	4.80379e-13	71.1167	cl43152	KefB superfamily	 - 	 - 	Kef-type K+ transport system, membrane component KefB [Inorganic ion transport and metabolism]; Kef-type K+ transport systems, membrane components [Inorganic ion transport and metabolism].
Q#164 - >gb|KAG5326993.1|[SL9B2 protein, partial [Acromyrmex heyeri]]	superfamily	235410	180	382	7.79226e-06	48.6585	cl35306	PRK05326 superfamily	C	 - 	potassium/proton antiporter; potassium/proton antiporter.  
Q#164 - >gb|KAG5326993.1|[SL9B2 protein, partial [Acromyrmex heyeri]]	superfamily	225802	180	385	0.000201984	44.316	cl34572	NhaP2 superfamily	C	 - 	NhaP-type Na+/H+ and K+/H+ antiporter with C-terminal TrkAC and CorC domains [Energy production and conversion, Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters with a unique C-terminal domain [Inorganic ion transport and metabolism].
Q#164 - >gb|KAG5326993.1|[SL9B2 protein, partial [Acromyrmex heyeri]]	superfamily	455838	184	285	0.000248344	41.7203	cl42493	RosB superfamily	C	 - 	Predicted Kef-type K+ transport protein, K+/H+ antiporter domain [Inorganic ion transport and metabolism]; Kef-type K+ transport system, predicted NAD-binding component [Inorganic ion transport and metabolism].
Q#165 - >gb|KAG5306579.1|[SL9B1 protein, partial [Acromyrmex insinuator]]	superfamily	445285	86	441	1.69112e-07	53.4128	cl01133	Na_H_Exchanger superfamily	 - 	 - 	Sodium/hydrogen exchanger family; Na/H antiporters are key transporters in maintaining the pH of actively metabolising cells. The molecular mechanisms of antiport are unclear. These antiporters contain 10-12 transmembrane regions (M) at the amino-terminus and a large cytoplasmic region at the carboxyl terminus. The transmembrane regions M3-M12 share identity with other members of the family. The M6 and M7 regions are highly conserved. Thus, this is thought to be the region that is involved in the transport of sodium and hydrogen ions. The cytoplasmic region has little similarity throughout the family.
Q#165 - >gb|KAG5306579.1|[SL9B1 protein, partial [Acromyrmex insinuator]]	superfamily	223551	75	480	7.63337e-06	48.3899	cl43152	KefB superfamily	 - 	 - 	Kef-type K+ transport system, membrane component KefB [Inorganic ion transport and metabolism]; Kef-type K+ transport systems, membrane components [Inorganic ion transport and metabolism].
Q#165 - >gb|KAG5306579.1|[SL9B1 protein, partial [Acromyrmex insinuator]]	superfamily	223104	82	477	7.34426e-05	44.9795	cl42993	NhaP superfamily	 - 	 - 	NhaP-type Na+/H+ or K+/H+ antiporter [Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters [Inorganic ion transport and metabolism].
Q#165 - >gb|KAG5306579.1|[SL9B1 protein, partial [Acromyrmex insinuator]]	superfamily	225802	268	427	0.00126727	41.2344	cl34572	NhaP2 superfamily	NC	 - 	NhaP-type Na+/H+ and K+/H+ antiporter with C-terminal TrkAC and CorC domains [Energy production and conversion, Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters with a unique C-terminal domain [Inorganic ion transport and metabolism].
Q#166 - >gb|KAG5344392.1|[SL9B1 protein, partial [Acromyrmex charruanus]]	superfamily	445285	59	461	1.71465e-07	53.4128	cl01133	Na_H_Exchanger superfamily	 - 	 - 	Sodium/hydrogen exchanger family; Na/H antiporters are key transporters in maintaining the pH of actively metabolising cells. The molecular mechanisms of antiport are unclear. These antiporters contain 10-12 transmembrane regions (M) at the amino-terminus and a large cytoplasmic region at the carboxyl terminus. The transmembrane regions M3-M12 share identity with other members of the family. The M6 and M7 regions are highly conserved. Thus, this is thought to be the region that is involved in the transport of sodium and hydrogen ions. The cytoplasmic region has little similarity throughout the family.
Q#166 - >gb|KAG5344392.1|[SL9B1 protein, partial [Acromyrmex charruanus]]	superfamily	223104	55	488	9.75976e-06	48.0611	cl42993	NhaP superfamily	 - 	 - 	NhaP-type Na+/H+ or K+/H+ antiporter [Inorganic ion transport and metabolism]; NhaP-type Na+/H+ and K+/H+ antiporters [Inorganic ion transport and metabolism].
